"Sehe nun die Wichtigkeit und die vielen Chancen für die Natur."",""A1"","""","""",""A2"",""A2"",""A2"","""",""A2"",""A2"",""A2"",""A2"",""A1"",""A1"",""A2"",""A2"",""A1"",""A1"",""A1"",""A1"",""A1"",""A2"",""A1"","""",""A1"","""",""Wasserqualitat - leider derzeit stark abnehmend		"
"Artenvielfalt (Insekten) - leider derzeit stark abnehmend		"
"Klimaschutz - wichtiges Thema mit dringendem Handlungsbedarf		"
",1"","""",""0"","""",""0"","""",""0"","""",""0"","""",""0"","""",""1"",""Da den meisten """"Normalverdienern"""" Summe X weniger im Jahr wahrscheinlich gar nicht so ins Gewicht fällt"",""A2"",""Bei manchen Punkten waren Dinge schlecht die aber eigentlich wichtig sind, dafür waren aber andere Punkte gut und wichtig und somit musste ich abwägen."",""A6"",""A7"",""A4"",""A4"",""A7"",""A4"",""A1"",""A7"",""A1"",""A7"",""A6"",""A1"",""A7"",""A7"",""A7"",""A1"",""A7"",""A2"",""A1"",""A2"",""1967"",""2"",""90592"",""-oth-"",""Öffentlicher Dienst"",""A4"",""A6"","""",""1186.53"","""",""130.19"","""",""100.72"",""5.3"","""","""",""88.21"",""15.72"",""94.04"",""10.4"",""6.24"",""23.75"",""31.51"",""10.28"",""20.22"",""25.55"",""31.84"",""10.83"",""10.05"",""23.14"",""13.8"",""11.91"",""18.34"",""25.51"",""12.01"",""19.96"","""","""",""18.27"","""",""95.02"",""71"",""9.25"",""50.81"","""",""101.41"",""9.6"",""8.31"","""",""5.42"",""8.06"",""11.52"",""10.79"",""21.77"",""10.46"",""10.74"","""",""4.58""		"
"25,""1980-01-01 00:00:00"",""42"",""de"",""2052106494"",""BE555GU"",""Ich habe durch diese Gruppendiskussion bisschen Hoffnung bekommen. 		"
"Wir Menschen können das aufbauen, welches wir seit Jahren zerstören. 		"
",A2"",""Es ist schwierig abzustimmen, was genau das richtige für das Zusammenleben mit Natur und Mensch ist.		"
","",A2"",""A1"",""A2"","""",""A2"",""A1"",""A3"",""A1"",""A1"",""A1"",""A2"",""A3"",""A1"",""A1"",""A1"",""A2"",""A2"",""A2"",""A2"","""",""A1"","""",""Mir war es wichtig, dass die Arten weiter bestehen bleiben und noch besser, der Lebensraum erweitert wird. 		"
"Ebenfalls ist mir auch wichtig, dass der Wasseranteil aufsteigt, bzw. besser und stabilisiert wird. 		"
"Ich glaube eher nicht, dass es viel Bewirken kann mit den Flughäfen, daher habe ich da nicht drauf geachtet.		"
"Klar, überlegt man sich auch, da man die Steuer zahlt, ob es einem Wert ist. Für mich ist es wichtig, wenn von den Steuern mehr verlangt wird, soll auch doppelt so viel besser werden."",""0"","""",""1"","""",""1"","""",""0"","""",""0"","""",""0"","""",""0"","""",""A3"",""Bei der Tabelle musste man genau achten, was überwiegt. 		"
"Wenn man genau weiß, was einem wichtig ist, kann man sich schnell entscheiden"",""A7"",""A7"",""A6"",""A2"",""A7"",""A6"",""A6"",""A7"",""A4"",""A7"",""A7"",""A3"",""A7"",""A6"",""A6"",""A6"",""A7"",""A1"",""A3"",""A2"",""1996"",""0"",""42555"",""A6"","""",""A2"",""A2"",""Ich hoffe, dass viele Menschen sich für die Natur entscheiden und nicht gegen :)"",""1680.51"","""",""64.94"","""",""159.69"",""17.61"",""123.47"","""",""92.51"",""11.93"",""13.81"",""18.78"",""9.89"",""37.51"",""16.68"",""26.87"",""25.37"",""26.23"",""41.04"",""22.59"",""25.72"",""80.14"",""29.5"",""31.6"",""22.69"",""24.12"",""40.07"",""17.1"","""","""",""18.6"","""",""229.14"",""39.12"",""11.79"",""82.81"","""",""135.95"",""10.11"",""30.79"","""",""7.73"",""24.1"",""10.86"",""10.29"",""22.41"",""13.66"",""7.67"","""",""45.62""		"
"27,""1980-01-01 00:00:00"",""42"",""de"",""1587724066"",""SA130RO"",""Ich dachte es bereits etablierte Maßnahmen in Deutschland. 		"
"Ich kenne alle Maßnahmen."",""A1"","""","""",""A2"",""A1"",""A2"","""",""A1"",""A1"",""A2"",""A1"",""A1"",""A1"",""A2"",""A1"",""A1"",""A1"",""A1"",""A2"",""A2"",""A2"",""A1"","""",""A1"","""",""- Artenvielfalt war mir am wichtigsten, denn viele Arten von Tieren bedeuten gute Lebensbedingungen		"
"- dann habe ich abgewogen, Wasserqualität, Bodenerosion, Klimaschutz und letztlich hat der Preis entschieden"",""0"","""",""1"",""meist mit höherem Preis verbunden"",""1"","""",""0"","""",""0"","""",""1"","""",""0"","""",""A1"","""",""A7"",""A5"",""A5"",""A4"",""A7"",""A7"",""A5"",""A6"",""A5"",""A5"",""A7"",""A7"",""A7"",""A6"",""A7"",""A6"",""A5"",""A1"",""A5"",""A2"",""1996"",""3"",""61130"",""A7"","""",""A3"",""A4"","""",""1349.98"","""",""107.32"","""",""90.51"",""7.09"","""","""",""134.01"",""23.88"",""8.86"",""21.67"",""11.12"",""26.4"",""67.7"",""33.98"",""13.96"",""32.54"",""12.36"",""24.77"",""16.59"",""19.48"",""19.42"",""29.18"",""41.48"",""28.94"",""12.37"",""27.64"","""","""",""11.29"","""",""162.89"",""69.75"",""14.57"","""","""",""133.22"",""6.66"",""34.5"","""",""7.41"",""10.97"",""6.89"",""7.54"",""29.43"",""18.04"",""17.63"","""",""7.92""		"
"28,""1980-01-01 00:00:00"",""42"",""de"",""1929051015"",""MA451AN"",""Nein das Wort Agroforstwirtschaft hatte ich noch nie gehört."",""A3"",""Einige Worte sind mir noch nicht geläufig gewesen, deswegen musste ich erstmal darüber nachdenken was damit gemeint ist."","""",""A1"",""A1"",""A2"","""",""A2"",""A2"",""A2"",""A1"",""A2"",""A1"",""A2"",""A2"",""A1"",""A1"",""A2"",""A2"",""A1"",""A2"",""A2"","""",""A1"","""",""Die Bindung an CO2,die Verbesserung der Wasserqualität und natürlich die Erhaltung der Artenvielfalt."",""0"","""",""0"","""",""0"","""",""0"","""",""0"","""",""1"",""Da wir hier mit Hochwasser eher weniger zu tun haben, habe ich diesen Punkt weniger Berücksichtigt."",""0"","""",""A2"",""Ich musste Abwegen zwischen Verbesserung der Wasserqualität und der Erhaltung der Artenvielfalt."",""A7"",""A7"",""A6"",""A4"",""A6"",""A7"",""A6"",""A7"",""A6"",""A7"",""A6"",""A5"",""A6"",""A7"",""A6"",""A4"",""A6"",""A2"",""A2"",""A1"",""1974"",""3"",""65451"",""A2"","""",""A3"",""A6"","""",""1313.93"","""",""74.57"","""",""77.13"",""11.26"",""70.29"","""",""20.27"",""22.69"",""26.28"",""14.88"",""8.92"",""82.39"",""10.58"",""23.75"",""18.62"",""14.99"",""20.47"",""28.81"",""19.53"",""26.25"",""30.05"",""18.96"",""32.22"",""45.38"",""21.89"",""30.15"","""","""",""17.23"","""",""87.62"",""82.86"",""12.25"",""68.44"","""",""145.63"",""15.5"",""24.44"","""",""7.72"",""10.53"",""14.08"",""7.71"",""22.22"",""20.93"",""21.72"","""",""4.72""		"
"29,""1980-01-01 00:00:00"",""42"",""de"",""747000493"",""HE420AL"",""- mich mit Agroforstwirtschaft zu beschäftigen und welche Arten von Ökosystemleistungen es gibt"",""A1"","""","""",""A2"",""A1"",""A2"","""",""A3"",""A1"",""A1"",""A1"",""A3"",""A1"",""A2"",""A3"",""A1"",""A1"",""A3"",""A2"",""A2"",""A2"",""A2"","""",""A1"","""",""- nicht zu hohe Kosten für Bürger und dennoch Beachtung des Ökosystems"",""1"","""",""0"","""",""0"","""",""0"","""",""0"","""",""0"","""",""0"","""",""A1"","""",""A7"",""A7"",""A6"",""A4"",""A7"",""A6"",""A6"",""A7"",""A7"",""A6"",""A6"",""A4"",""A6"",""A7"",""A7"",""A4"",""A7"",""A2"",""A2"",""A2"",""1971"",""2"",""04420"",""A6"","""",""A3"",""A5"","""",""1276.79"","""",""70.11"","""",""76.67"",""10.54"",""5.5"","""",""24.49"",""5.86"",""7.06"",""16.77"",""6.7"",""16.42"",""5.36"",""7.11"",""53.74"",""6.12"",""18.9"",""6.54"",""17.41"",""38.95"",""17.76"",""19.64"",""18.71"",""15.3"",""13.64"",""6.8"","""","""",""12.9"","""",""57.53"",""27.01"",""8.56"","""","""",""152.45"",""8.85"",""10.14"","""",""31.25"",""11.45"",""34.77"",""9.42"",""28.93"",""28.73"",""162.32"","""",""206.38""		"
"30,""1980-01-01 00:00:00"",""42"",""de"",""98997141"",""MA150WO"",""neue, bisher nicht gekannte Verfahren kennengelernt (Zwischenfrüchte z.B.), Hülsenfrüchte, Kurzumtriebplantagen. Auch der Begriff Ökosystemleistung noch unbekannt (trotz großem Interesse meinerseits)."",""A2"",""Prioritäten zu setzen ohne große Sachkenntnis bzgl. der Verfahren. "","""",""A1"",""A1"",""A2"","""",""A1"",""A1"",""A3"",""A3"",""A1"",""A1"",""A2"",""A1"",""A1"",""A1"",""A2"",""A2"",""A3"",""A2"",""A2"","""",""A1"","""",""Wasserqualität, Hochwasserschutz, Bodenerosion, Artenvielfalt (gleichwertig). Auch die Kosten (wg. kleiner Rente) einbezogen. Die Co2-Frage war etwas beeinflusst durch das Beispiel Mallorcaflüge: ich bin sowieso dagegen, sollte viel teurer werden."",""1"",""ja, alles """"gescannt"""" und dann meist für Kompromiss entschieden (eigenes kleines EK)"",""0"","""",""0"","""",""0"","""",""0"","""",""0"","""",""0"","""",""A2"",""Musste abwägen. Ich finde alles gleich wichtig, kann aber keine Unsummen zahlen. Einen erschwinglichen Betrag aber auf jeden Fall."",""A7"",""A2"",""A5"",""A2"",""A5"",""A6"",""A2"",""A7"",""A4"",""A7"",""A3"",""A3"",""A7"",""A4"",""A7"",""A1"",""A7"",""A2"",""A2"",""A2"",""1950"",""1"",""63150"",""A11"","""",""A5"",""A2"","""",""1327.51"","""",""21.41"","""",""83.85"",""18.4"",""26.35"","""",""214.01"",""75.57"",""14.22"",""11.38"",""4.45"",""22.91"",""22.41"",""49.85"",""20.31"",""19.17"",""42.98"",""20.5"",""48.93"",""12.15"",""18.45"",""27.13"",""21.79"",""28.99"",""18.65"",""19.85"","""","""",""13.62"","""",""125.1"",""71.41"",""9.84"",""64.19"","""",""77.42"",""12.64"",""20.74"","""",""6.59"",""6.05"",""7.63"",""6.6"",""11.89"",""13.84"",""5.29"","""",""10.95""		"
"31,""1980-01-01 00:00:00"",""42"",""de"",""643725060"",""AN435JE"",""Möglichkeiten der CO2 Bindung, Vorteile, Nachteile"",""A2"",""Unbekanntheit oder Erfolgsaussichten einiger Maßnahmen "","""",""A1"",""A1"",""A2"","""",""A1"",""A2"",""A2"",""A2"",""A2"",""A1"",""A2"",""A2"",""A1"",""A1"",""A1"",""A2"",""A1"",""A2"",""A2"","""",""A2"",""Mehr Informationen was es für Auswirkungen auf die Landwirtschaft, Wirtschaft und den Menschen hat"",""Artenvielfalt war mein Hauptaugenmerk. Wenigstens eine Stabilisierung wäre gut. Hochwasserschutz kann auch künstlich erzeugt werden ist aber ein toller Nebeneffekt. Trinkwasserqualität und CO2 Bindung sind wichtig. Daher habe ich auch darauf geachtet. Bei den Kosten habe ich eher nur bei Unschlüssigkeiten geschaut. Es muss ja nicht heißen, dass es zusätzlich Kostenaufwand durch Steuern gibt. Man kann ja ich aktuell, vielleicht unnötige Ausgaben im Haushalt umschichten. "",""0"","""",""0"","""",""0"","""",""0"","""",""0"","""",""1"",""Kann auch künstlich, bautechnisch erzeugt werden"",""1"",""Kann auch durch Umschichtung im Bundeshaushalt finanziert werden"",""A2"",""Oft eher sicher. Eine Option konnte ich immer gleich ausschließen "",""A6"",""A6"",""A6"",""A3"",""A5"",""A4"",""A6"",""A7"",""A6"",""A5"",""A4"",""A5"",""A7"",""A6"",""A6"",""A4"",""A5"",""A2"",""A1"",""A1"",""1990"",""3"",""04435"",""A5"","""",""A6"",""A7"","""",""1670.12"","""",""13.75"","""",""42.41"",""11.23"",""35.48"","""",""342.57"",""19.13"",""29.15"",""41.55"",""9.29"",""24.95"",""18.57"",""29.67"",""34.73"",""27.35"",""17.92"",""23.86"",""16.17"",""148.9"",""35.93"",""16.1"",""27.85"",""22.18"",""21.43"",""42.12"","""","""",""12.42"",""35.17"",""196.85"",""81.93"",""33.97"",""56.5"","""",""107.1"",""6.98"",""17.83"","""",""8.9"",""8.22"",""5.23"",""6.86"",""18.11"",""7.75"",""11.13"","""",""2.88""		"
"32,""1980-01-01 00:00:00"",""42"",""de"",""136676832"",""LI463FR"",""Wichtig , Wälder zur CO2 Reduzierung und Photosythese ( Sauerstofferzeugung ) Förderung der Tierwelt , Renaturierung Feuchtbiotobe, Agroforstwirtschaft kann verbunden werden mit Zwischenfruchtlosungen , Kurzumtriebsplantage sind nur kurzzeitig nutzbar , also keine Dauerlösung"",""A2"",""Die Wichtigkeit der einzelnen Punkte / Vorgaben einzuschätzen im Hinblick auf die CO2 Minimierung unnd Nützlichkeit für die Natur"","""",""A2"",""A1"",""A2"","""",""A2"",""A2"",""A2"",""A1"",""A1"",""A1"",""A2"",""A1"",""A1"",""A1"",""A1"",""A2"",""A2"",""A2"",""A1"","""",""A1"","""",""Artenvielfalt sehr wichtig , Wasserqualität , Bodenerosion und Hochwasserschutz , die Kosten waren meist zweitrangig"",""1"",""Ich habe versucht eine gewisse Optimalität zu finden"",""0"","""",""0"","""",""0"","""",""0"","""",""0"","""",""0"","""",""A2"",""Gewisse Punkte waren zwar wichtig , wurden aber dennoch niedriger eingestuft."",""A7"",""A7"",""A3"",""A2"",""A7"",""A7"",""A2"",""A7"",""A5"",""A7"",""A6"",""A2"",""A6"",""A6"",""A6"",""A1"",""A7"",""A2"",""A2"",""A1"",""1956"",""1"",""04463"",""A11"","""",""A3"",""A1"",""DANKE , ES WAREN INTERESSANTE NEUIGKEITEN UND iNFORMATIONEN ENTHALTEN"",""1816.04"","""",""20.7"","""",""295.06"",""20.01"",""98.84"","""",""171.05"",""47.85"",""25.14"",""17.77"",""11.89"",""26.25"",""22.47"",""27"",""32.67"",""43.28"",""15.28"",""26.39"",""32.41"",""35.66"",""21.79"",""31.16"",""16.49"",""38.34"",""21.48"",""20.66"","""","""",""18.18"","""",""122.84"",""94.05"",""16.56"",""60.51"","""",""134.84"",""18.36"",""22.09"","""",""6.98"",""12.17"",""60.3"",""12.29"",""11.97"",""14.16"",""12.93"","""",""78.17""		"
"33,""1980-01-01 00:00:00"",""42"",""de"",""1928273104"",""RA399IM"",""- einige neue Aspekte für CDR-Verfahren		"
"#NAME?		"
",A4"",""Ich fühle mich manchmal nicht sehr wohl mit dem Anpsruch, eine qualifizierte Meinung zu einem Thema abzugeben, bei dem ich nicht viel Hintergrundwissen besitze. "","""",""A1"",""A1"",""A2"","""",""A1"",""A2"",""A2"",""A1"",""A2"",""A1"",""A2"",""A3"",""A1"",""A1"",""A2"",""A2"",""A2"",""A2"",""A1"","""",""A1"","""",""- Besonders wichtig war für mich der Aspekt der Artenvielfalt. Meiner Meinung nach sollte der Status quo nicht aufrecht erhalten werden, wenn er zu einem massiven Verlust an Biodiversität führt. 		"
"- Relevant waren für mich aber auch die Kosten. 500€ im Jahr sind für einen Single-Haushalt mit niedrigem Einkommen sehr viel. Allerdings gehe ich auch davon aus, dass das reale Szenario nicht für alle sozialen Gruppen die gleichen Kosten verursachen würden (z.B. Renter:innen, Student:innen)"",""0"","""",""0"","""",""0"","""",""0"","""",""0"","""",""1"",""Hochwasserschutz ist wichtig, aber nicht für jede Region relevant, und wenn viele andere Kategorien """"stimmen"""" und zu positiver VEränderung führen, ist vielleicht auch mit verringerter Gefahr für Hochwasser auszugehen"",""0"","""",""A3"",""In einigen Fällen war ich sehr sicher, in anderen weniger.		"
"Der Sprung von 50 auf 500 Euro ist schon sehr hoch, was bei manchen Szenarien zu Unsicherheiten geführt hat"",""A5"",""A5"",""A6"",""A3"",""A5"",""A4"",""A3"",""A7"",""A5"",""A7"",""A6"",""A2"",""A7"",""A5"",""A5"",""A2"",""A7"",""A2"",""A1"",""A1"",""2001"",""1"",""85399"",""A8"","""",""A5"",""A2"","""",""1191.62"","""",""12.58"","""",""91.8"",""9.63"",""79.74"","""",""44.29"",""22.86"",""16.81"",""26.2"",""5.21"",""17.01"",""23.62"",""32.09"",""24.17"",""16.34"",""24.07"",""15.95"",""27.26"",""12.18"",""27.48"",""45.22"",""10.92"",""25.24"",""22.2"",""14.19"","""","""",""11.62"","""",""211"",""107.25"",""9.63"",""51.93"","""",""90.22"",""5.88"",""11.17"","""",""3.2"",""5.17"",""6.19"",""5.54"",""8.88"",""7.17"",""4.4"","""",""5.31""		"
"34,""1980-01-01 00:00:00"",""42"",""de"",""1096894357"",""MA924AR"",""		"
